Date,Open,High,Low,Close,Volume
2021-03-08 00:00:00,50952.55,51700,50852.59,51596.6,7076713.2014172
2021-03-07 23:00:00,50517.31,51477.53,50500.4,50967.3,22815081.9934176
2021-03-07 22:00:00,50080,50772.26,50013.98,50547.76,4218402.02517934
2021-03-07 21:00:00,50060.14,50280.5,49851.57,50112,2627014.24205568
2021-03-07 20:00:00,50321.5,50327.83,49744.54,50060.14,5646459.49590526
2021-03-07 19:00:00,50409.58,50550.9,50235.62,50397.84,5771453.21884382
2021-03-07 18:00:00,51074.22,51074.22,50350,50401.04,4282943.5887614
2021-03-07 17:00:00,51051.5,51134.27,50775.98,51050,4535125.698173
2021-03-07 16:00:00,50575.85,51355.7,50575.85,51051.5,4996952.87625788
2021-03-07 15:00:00,50669.19,50828.44,50381.24,50575.85,4384603.72590919
2021-03-07 14:00:00,50797.03,51306.5,50169.57,50669.19,10610707.4953197
2021-03-07 13:00:00,50798.12,50868.16,50537.62,50809.21,3139396.10899122
2021-03-07 12:00:00,50720.15,50868.95,50409.83,50786.71,4473787.61516487
2021-03-07 11:00:00,50573.2,50921.23,50478.1,50717.65,4054805.22690471
2021-03-07 10:00:00,50947.94,50947.94,50440.73,50604.35,7224843.51613177
2021-03-07 09:00:00,50385.51,51169.77,50383.41,50975.57,8297528.30606324
2021-03-07 08:00:00,50117.01,50877.2,50096.68,50400,14690283.77124
2021-03-07 07:00:00,49483.78,50195.56,49337.84,50058.25,5287177.09778016
2021-03-07 06:00:00,49375.43,49658.37,49159.57,49483.78,1908273.71876354
2021-03-07 05:00:00,49442.72,49458,49133.24,49368.82,2200764.62251418
2021-03-07 04:00:00,49590.37,49732.77,49307.67,49459.49,2024525.30565378
2021-03-07 03:00:00,49636.96,49920,49484.74,49572.22,4092786.6250155
2021-03-07 02:00:00,49214.79,49870,49109.55,49582.61,4282228.16136999
2021-03-07 01:00:00,49239.78,49518,49030,49143.44,6327836.51172551
2021-03-07 00:00:00,48933.12,49329.61,48933.12,49214.7,4212241.6336965
2021-03-06 23:00:00,48942.35,49143.24,48823.2,48904.63,3144307.95548108
2021-03-06 22:00:00,48606.3,49200,48499.13,48951.49,4191182.5272493
2021-03-06 21:00:00,48571.41,48748.5,48303.04,48600,3810290.142564
2021-03-06 20:00:00,48380.68,48752.93,48271.7,48564.26,5762153.17824953
2021-03-06 19:00:00,48490.75,48699.98,48265.75,48368,3888950.96050496
2021-03-06 18:00:00,48288.16,48648.68,48145.48,48505.9,3245167.28101389
2021-03-06 17:00:00,47782.15,48491.95,47691.36,48282.95,4297739.50396767
2021-03-06 16:00:00,47311.83,47946.42,47156.04,47798.59,3966567.98960905
2021-03-06 15:00:00,47574.24,47761.09,47280,47300.48,2165895.67883999
2021-03-06 14:00:00,47294.12,47713.39,47195.98,47598.4,3989484.76759195
2021-03-06 13:00:00,47642,47743.78,47082.29,47335.45,8574962.00686123
2021-03-06 12:00:00,48140.17,48199.77,47377.91,47616.51,9496310.21180238
2021-03-06 11:00:00,47985.21,48315.51,47983.99,48149.9,4283942.14173092
2021-03-06 10:00:00,48298.82,48510,47950,48051.74,4132122.15393741
2021-03-06 09:00:00,48649.24,48804.05,48290.25,48333.9,2961126.00459269
2021-03-06 08:00:00,48848.1,49098.85,48615.6,48656.2,3255400.54975999
2021-03-06 07:00:00,48943.52,49133.59,48800,48835.25,3376156.14323386
2021-03-06 06:00:00,48514.29,49022.84,48514.29,48938.7,3715000.65639032
2021-03-06 05:00:00,48451.48,48864,48207.05,48481.45,7979085.4665912
2021-03-06 04:00:00,48646.32,48646.32,48101.5,48475.47,2908349.15245827
2021-03-06 03:00:00,48697.66,48795.19,48441.56,48613.53,5300587.01339144
2021-03-06 02:00:00,48648.96,48708.13,48203.41,48699.52,3345727.07923351
2021-03-06 01:00:00,48828.96,48923.01,48539.63,48696.37,2119228.63965764
2021-03-06 00:00:00,48774.67,49174.63,48694.52,48837.68,3447427.16426459
2021-03-05 23:00:00,49068.92,49161.24,48621.04,48739.21,3629469.93084303
2021-03-05 22:00:00,49094.11,49437.61,48745.72,49117.34,6073791.57998451
2021-03-05 21:00:00,49214.92,49422.58,48900,49056.78,5908598.21486053
2021-03-05 20:00:00,49331.18,49471.24,48880.31,49198.45,11360734.3394305
2021-03-05 19:00:00,48503.73,49422.13,48325,49309.14,9565773.07139934
2021-03-05 18:00:00,48110.12,48567.61,47925.31,48498.21,13337952.9616836
2021-03-05 17:00:00,47674.92,48241.95,47316.45,48101.42,10912833.5377076
2021-03-05 16:00:00,47870.03,47870.03,46900,47646.13,13400574.427167
2021-03-05 15:00:00,48144.66,48714.58,47864.27,47864.27,12856919.3470958
2021-03-05 14:00:00,48100.59,48787.67,47945.24,48121.14,19768482.9615273
2021-03-05 13:00:00,47699.05,48345.58,47359.88,48086.81,10474958.3041074
2021-03-05 12:00:00,47524.12,47879.37,46965,47650,7940880.78157
2021-03-05 11:00:00,47086.23,47529.04,47086.23,47527.88,4851713.80412974
2021-03-05 10:00:00,47034.62,47210.33,46777.68,47072.84,7213268.86534084
2021-03-05 09:00:00,46612.1,47154.72,46529.14,47034.62,6269510.80417429
2021-03-05 08:00:00,47410.08,47492.34,46396.08,46602.32,8097448.14441418
2021-03-05 07:00:00,47419.73,47588.99,47025.68,47434.13,7306564.9488495
2021-03-05 06:00:00,47141.08,47494.39,46963.67,47424.61,9144459.43912882
2021-03-05 05:00:00,46739.6,47299,46677.91,47139.52,6748436.67879265
2021-03-05 04:00:00,47306.79,47312.63,46570.53,46694.17,6203321.70181701
2021-03-05 03:00:00,47101.32,47396.4,46849.39,47324.94,13310779.2881679
2021-03-05 02:00:00,46697.22,47191.6,46372.09,47127.27,7009107.53282396
2021-03-05 01:00:00,46811.47,46964.31,46294,46683.32,14555418.488727
2021-03-05 00:00:00,48353.09,48356.56,46502.34,46794.45,32835734.4876095
2021-03-04 23:00:00,48249.66,48688.72,48045,48360.5,6209032.5280248
2021-03-04 22:00:00,47900,48357.52,47844.36,48250,7776677.9341325
2021-03-04 21:00:00,48221.38,48408.14,47800,47900,6994351.008037
2021-03-04 20:00:00,47993,48249.15,47500,48208,16457146.4689525
2021-03-04 19:00:00,47600,48365.31,47557.9,47976.5,15416296.23749
2021-03-04 18:00:00,48442.28,48609.67,47520.02,47566.05,25917125.7452576
2021-03-04 17:00:00,49718.64,49934.3,48286.06,48502.26,14969918.1303854
2021-03-04 16:00:00,49431.93,50034,49325.28,49718.63,7208641.15726895
2021-03-04 15:00:00,49432.05,49809,48823.57,49441.29,15370742.0345617
2021-03-04 14:00:00,49717.38,50639.6,49271.51,49411.91,14592106.5191215
2021-03-04 13:00:00,49392.64,49747.41,48750,49670.89,6618549.66044074
2021-03-04 12:00:00,49317,49804.9,49146.68,49392.64,6679717.73624714
